country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,continent
Saudi Arabia,SAU,10/01/2021,,,,,17055,,,,490,Pfizer/BioNTech,Asia
Saudi Arabia,SAU,11/01/2021,178337,178337,,,15667,0.51,0.51,,450,Pfizer/BioNTech,Asia
Saudi Arabia,SAU,12/01/2021,,,,,16312,,,,469,Pfizer/BioNTech,Asia
Saudi Arabia,SAU,13/01/2021,,,,,16772,,,,482,Pfizer/BioNTech,Asia
Saudi Arabia,SAU,14/01/2021,,,,,14153,,,,407,Pfizer/BioNTech,Asia
Saudi Arabia,SAU,15/01/2021,,,,,15498,,,,445,Pfizer/BioNTech,Asia
Saudi Arabia,SAU,16/01/2021,,,,,16843,,,,484,Pfizer/BioNTech,Asia
Saudi Arabia,SAU,17/01/2021,295530,295530,,,18187,0.85,0.85,,522,Pfizer/BioNTech,Asia
Scotland,,13/12/2020,18858,18858,,,,0.35,0.35,,,Oxford/AstraZeneca,Europe
Scotland,,14/12/2020,,,,,5821,,,,1065,Oxford/AstraZeneca,Europe
Scotland,,15/12/2020,,,,,5821,,,,1065,Oxford/AstraZeneca,Europe
Scotland,,16/12/2020,,,,,5821,,,,1065,Oxford/AstraZeneca,Europe
Scotland,,17/12/2020,,,,,5821,,,,1065,Oxford/AstraZeneca,Europe
Scotland,,18/12/2020,,,,,5821,,,,1065,Oxford/AstraZeneca,Europe
Scotland,,19/12/2020,,,,,5821,,,,1065,Oxford/AstraZeneca,Europe
Scotland,,20/12/2020,59608,59608,,,5821,1.09,1.09,,1065,Oxford/AstraZeneca,Europe
Scotland,,21/12/2020,,,,,5690,,,,1041,Oxford/AstraZeneca,Europe
Scotland,,22/12/2020,,,,,5558,,,,1017,Oxford/AstraZeneca,Europe
Scotland,,23/12/2020,,,,,5426,,,,993,Oxford/AstraZeneca,Europe
Scotland,,24/12/2020,,,,,5295,,,,969,Oxford/AstraZeneca,Europe
Scotland,,25/12/2020,,,,,5163,,,,945,Oxford/AstraZeneca,Europe
Scotland,,26/12/2020,,,,,5031,,,,921,Oxford/AstraZeneca,Europe
Scotland,,27/12/2020,93904,93904,,,4899,1.72,1.72,,897,Oxford/AstraZeneca,Europe
Scotland,,28/12/2020,,,,,4635,,,,848,Oxford/AstraZeneca,Europe
Scotland,,29/12/2020,,,,,4370,,,,800,Oxford/AstraZeneca,Europe
Scotland,,30/12/2020,,,,,4105,,,,751,Oxford/AstraZeneca,Europe
Scotland,,31/12/2020,,,,,3841,,,,703,Oxford/AstraZeneca,Europe
Scotland,,1/01/2021,,,,,3576,,,,655,Oxford/AstraZeneca,Europe
Scotland,,2/01/2021,,,,,3312,,,,606,Oxford/AstraZeneca,Europe
Scotland,,3/01/2021,115232,115194,38,,3047,2.11,2.11,0,558,Oxford/AstraZeneca,Europe
Scotland,,4/01/2021,,,,,3650,,,,668,Oxford/AstraZeneca,Europe
Scotland,,5/01/2021,,,,,4254,,,,779,Oxford/AstraZeneca,Europe
Scotland,,6/01/2021,,,,,4858,,,,889,Oxford/AstraZeneca,Europe
Scotland,,7/01/2021,,,,,5461,,,,1000,Oxford/AstraZeneca,Europe
Scotland,,8/01/2021,,,,,6065,,,,1110,Oxford/AstraZeneca,Europe
Scotland,,9/01/2021,,,,,6668,,,,1221,Oxford/AstraZeneca,Europe
Scotland,,10/01/2021,166135,163377,2758,,7272,3.04,2.99,0.05,1331,Oxford/AstraZeneca,Europe
Scotland,,11/01/2021,178799,175942,2857,12664,8042,3.27,3.22,0.05,1472,Oxford/AstraZeneca,Europe
Scotland,,12/01/2021,194955,191965,2990,16156,9311,3.57,3.51,0.05,1704,Oxford/AstraZeneca,Europe
Scotland,,13/01/2021,211397,208207,3190,16442,10621,3.87,3.81,0.06,1944,Oxford/AstraZeneca,Europe
Scotland,,14/01/2021,228171,224840,3331,16774,11979,4.18,4.12,0.06,2193,Oxford/AstraZeneca,Europe
Scotland,,15/01/2021,,,,,12869,,,,2356,Oxford/AstraZeneca,Europe
Scotland,,16/01/2021,,,,,13760,,,,2519,Oxford/AstraZeneca,Europe
Scotland,,17/01/2021,268689,264991,3698,,14651,4.92,4.85,0.07,2682,Oxford/AstraZeneca,Europe
Scotland,,18/01/2021,288468,284582,3886,19779,15667,5.28,5.21,0.07,2868,Oxford/AstraZeneca,Europe
Scotland,,19/01/2021,314079,309909,4170,25611,17018,5.75,5.67,0.08,3115,Oxford/AstraZeneca,Europe
Scotland,,20/01/2021,339337,334871,4466,25258,18277,6.21,6.13,0.08,3345,Oxford/AstraZeneca,Europe
Scotland,,21/01/2021,363143,358454,4689,23806,19282,6.65,6.56,0.09,3529,Oxford/AstraZeneca,Europe
Scotland,,22/01/2021,385855,380667,5188,22712,20597,7.06,6.97,0.09,3770,Oxford/AstraZeneca,Europe
Serbia,SRB,8/01/2021,7000,7000,,,,0.1,0.1,,,Pfizer/BioNTech,Europe
Serbia,SRB,9/01/2021,,,,,1150,,,,169,Pfizer/BioNTech,Europe
Serbia,SRB,10/01/2021,9300,9300,,,1150,0.14,0.14,,169,Pfizer/BioNTech,Europe
Serbia,SRB,11/01/2021,,,,,1503,,,,221,Pfizer/BioNTech,Europe
Serbia,SRB,12/01/2021,,,,,1680,,,,247,Pfizer/BioNTech,Europe
Serbia,SRB,13/01/2021,,,,,1785,,,,262,Pfizer/BioNTech,Europe
Serbia,SRB,14/01/2021,18136,18136,,,1856,0.27,0.27,,273,Pfizer/BioNTech,Europe
Serbia,SRB,15/01/2021,,,,,2221,,,,326,Pfizer/BioNTech,Europe
Serbia,SRB,16/01/2021,,,,,2687,,,,395,Pfizer/BioNTech,Europe
Serbia,SRB,17/01/2021,,,,,3153,,,,463,Pfizer/BioNTech,Europe
Serbia,SRB,18/01/2021,,,,,3468,,,,510,Pfizer/BioNTech,Europe
Serbia,SRB,19/01/2021,,,,,3783,,,,556,Pfizer/BioNTech,Europe
Serbia,SRB,20/01/2021,44611,44611,,,4098,0.66,0.66,,602,Pfizer/BioNTech,Europe
Serbia,SRB,21/01/2021,84832,84832,,40221,9528,1.25,1.25,,1400,Pfizer/BioNTech,Europe
Serbia,SRB,22/01/2021,119711,119711,,34879,13880,1.76,1.76,,2040,Pfizer/BioNTech,Europe
Serbia,SRB,23/01/2021,163355,163355,,43644,19485,2.4,2.4,,2864,Pfizer/BioNTech,Europe
Seychelles,SYC,9/01/2021,0,0,,,,0,0,,,Sinopharm,Africa
Seychelles,SYC,10/01/2021,,,,,500,,,,5084,Sinopharm,Africa
Seychelles,SYC,11/01/2021,,,,,500,,,,5084,Sinopharm,Africa
Seychelles,SYC,12/01/2021,,,,,500,,,,5084,Sinopharm,Africa
Seychelles,SYC,13/01/2021,2000,2000,,,500,2.03,2.03,,5084,Sinopharm,Africa
Seychelles,SYC,14/01/2021,,,,,600,,,,6101,Sinopharm,Africa
Seychelles,SYC,15/01/2021,4000,4000,,,667,4.07,4.07,,6783,Sinopharm,Africa
Seychelles,SYC,16/01/2021,7000,7000,,3000,1000,7.12,7.12,,10169,Sinopharm,Africa
Seychelles,SYC,17/01/2021,,,,,1118,,,,11369,Sinopharm,Africa
Seychelles,SYC,18/01/2021,,,,,1236,,,,12569,Sinopharm,Africa
Seychelles,SYC,19/01/2021,10976,10976,,,1354,11.16,11.16,,13769,Sinopharm,Africa
Seychelles,SYC,20/01/2021,13163,13163,,2187,1595,13.39,13.39,,16219,Sinopharm,Africa
Singapore,SGP,11/01/2021,3400,3400,,,,0.06,0.06,,,Pfizer/BioNTech,Asia
Singapore,SGP,12/01/2021,6200,6200,,2800,2800,0.11,0.11,,479,Pfizer/BioNTech,Asia
Singapore,SGP,13/01/2021,,,,,4090,,,,699,Pfizer/BioNTech,Asia
Singapore,SGP,14/01/2021,,,,,4520,,,,773,Pfizer/BioNTech,Asia
Singapore,SGP,15/01/2021,,,,,4735,,,,809,Pfizer/BioNTech,Asia
Singapore,SGP,16/01/2021,,,,,4864,,,,831,Pfizer/BioNTech,Asia
Singapore,SGP,17/01/2021,,,,,4950,,,,846,Pfizer/BioNTech,Asia
Singapore,SGP,18/01/2021,,,,,5011,,,,857,Pfizer/BioNTech,Asia
Singapore,SGP,19/01/2021,,,,,5380,,,,920,Pfizer/BioNTech,Asia
Singapore,SGP,20/01/2021,,,,,5380,,,,920,Pfizer/BioNTech,Asia
Singapore,SGP,21/01/2021,,,,,5380,,,,920,Pfizer/BioNTech,Asia
Singapore,SGP,22/01/2021,60000,60000,,,5380,1.03,1.03,,920,Pfizer/BioNTech,Asia
Slovakia,SVK,4/01/2021,0,0,,,,0,0,,,Pfizer/BioNTech,Europe
Slovakia,SVK,5/01/2021,425,425,,425,425,0.01,0.01,,78,Pfizer/BioNTech,Europe
Slovakia,SVK,6/01/2021,6618,6618,,6193,3309,0.12,0.12,,606,Pfizer/BioNTech,Europe
Slovakia,SVK,7/01/2021,13631,13631,,7013,4544,0.25,0.25,,832,Pfizer/BioNTech,Europe
Slovakia,SVK,8/01/2021,20548,20548,,6917,5137,0.38,0.38,,941,Pfizer/BioNTech,Europe
Slovakia,SVK,9/01/2021,22281,22281,,1733,4456,0.41,0.41,,816,Pfizer/BioNTech,Europe
Slovakia,SVK,10/01/2021,25326,25326,,3045,4221,0.46,0.46,,773,Pfizer/BioNTech,Europe
Slovakia,SVK,11/01/2021,29221,29221,,3895,4174,0.54,0.54,,765,Pfizer/BioNTech,Europe
Slovakia,SVK,12/01/2021,39735,39735,,10514,5616,0.73,0.73,,1029,Pfizer/BioNTech,Europe
Slovakia,SVK,13/01/2021,46243,46243,,6508,5661,0.85,0.85,,1037,Pfizer/BioNTech,Europe
Slovakia,SVK,14/01/2021,53425,53425,,7182,5685,0.98,0.98,,1041,Pfizer/BioNTech,Europe
Slovakia,SVK,15/01/2021,60753,60753,,7328,5744,1.11,1.11,,1052,Pfizer/BioNTech,Europe
Slovakia,SVK,16/01/2021,61961,61961,,1208,5669,1.13,1.13,,1038,Pfizer/BioNTech,Europe
Slovakia,SVK,17/01/2021,62015,62015,,54,5241,1.14,1.14,,960,Pfizer/BioNTech,Europe
Slovakia,SVK,18/01/2021,70998,70416,582,8983,5968,1.3,1.29,0.01,1093,Pfizer/BioNTech,Europe
Slovakia,SVK,19/01/2021,78044,77005,1039,7046,5473,1.43,1.41,0.02,1002,Pfizer/BioNTech,Europe
Slovakia,SVK,20/01/2021,85338,83438,1900,7294,5585,1.56,1.53,0.03,1023,Pfizer/BioNTech,Europe
Slovakia,SVK,21/01/2021,92167,89635,2532,6829,5535,1.69,1.64,0.05,1014,Pfizer/BioNTech,Europe
Slovenia,SVN,3/01/2021,5934,5934,,,,0.29,0.29,,,Pfizer/BioNTech,Europe
Slovenia,SVN,4/01/2021,7204,7204,,1270,1270,0.35,0.35,,611,Pfizer/BioNTech,Europe
Slovenia,SVN,5/01/2021,8901,8901,,1697,1484,0.43,0.43,,714,Pfizer/BioNTech,Europe
Slovenia,SVN,6/01/2021,12265,12265,,3364,2110,0.59,0.59,,1015,Pfizer/BioNTech,Europe
Slovenia,SVN,7/01/2021,16339,16339,,4074,2601,0.79,0.79,,1251,Pfizer/BioNTech,Europe
Slovenia,SVN,8/01/2021,19523,19523,,3184,2718,0.94,0.94,,1307,Pfizer/BioNTech,Europe
Slovenia,SVN,9/01/2021,19930,19930,,407,2333,0.96,0.96,,1122,Pfizer/BioNTech,Europe
Slovenia,SVN,10/01/2021,20546,20546,,616,2087,0.99,0.99,,1004,Pfizer/BioNTech,Europe
Slovenia,SVN,11/01/2021,22484,22484,,1938,2183,1.08,1.08,,1050,Pfizer/BioNTech,Europe
Slovenia,SVN,12/01/2021,24462,24462,,1978,2223,1.18,1.18,,1069,Pfizer/BioNTech,Europe
Slovenia,SVN,13/01/2021,29561,29561,,5099,2471,1.42,1.42,,1189,Pfizer/BioNTech,Europe
Slovenia,SVN,14/01/2021,35159,35159,,5598,2689,1.69,1.69,,1293,Pfizer/BioNTech,Europe
Slovenia,SVN,15/01/2021,40778,40778,,5619,3036,1.96,1.96,,1460,Pfizer/BioNTech,Europe
Slovenia,SVN,16/01/2021,41439,41439,,661,3073,1.99,1.99,,1478,Pfizer/BioNTech,Europe
Slovenia,SVN,17/01/2021,42035,42035,,596,3070,2.02,2.02,,1477,Pfizer/BioNTech,Europe
Slovenia,SVN,18/01/2021,43081,43081,,1046,2942,2.07,2.07,,1415,Pfizer/BioNTech,Europe
Slovenia,SVN,19/01/2021,43869,43869,,788,2772,2.11,2.11,,1333,Pfizer/BioNTech,Europe
Slovenia,SVN,20/01/2021,46467,46467,,2598,2415,2.24,2.24,,1162,Pfizer/BioNTech,Europe
Slovenia,SVN,21/01/2021,52098,46467,5631,5631,2420,2.51,2.24,0.27,1164,Pfizer/BioNTech,Europe
Slovenia,SVN,22/01/2021,54839,48170,6669,2741,2009,2.64,2.32,0.32,966,Pfizer/BioNTech,Europe
Spain,ESP,4/01/2021,82834,82834,,,,0.18,0.18,,,Moderna,Europe
Spain,ESP,5/01/2021,139339,139339,,56505,56505,0.3,0.3,,1209,Moderna,Europe
Spain,ESP,6/01/2021,,,,,45248,,,,968,Moderna,Europe
Spain,ESP,7/01/2021,207323,207323,,,41496,0.44,0.44,,888,Moderna,Europe
Spain,ESP,8/01/2021,277976,277976,,70653,48786,0.59,0.59,,1043,Moderna,Europe
Spain,ESP,9/01/2021,,,,,47569,,,,1017,Moderna,Europe
Spain,ESP,10/01/2021,,,,,46759,,,,1000,Moderna,Europe
Spain,ESP,11/01/2021,406091,406091,,,46180,0.87,0.87,,988,Moderna,Europe
Spain,ESP,12/01/2021,488122,488122,,82031,49826,1.04,1.04,,1066,Moderna,Europe
Spain,ESP,13/01/2021,581638,581638,,93516,58330,1.24,1.24,,1248,Moderna,Europe
Spain,ESP,14/01/2021,676186,676186,,94548,66980,1.45,1.45,,1433,Moderna,Europe
Spain,ESP,15/01/2021,768950,768950,,92764,70139,1.64,1.64,,1500,Moderna,Europe
Spain,ESP,16/01/2021,,,,,70181,,,,1501,Moderna,Europe
Spain,ESP,17/01/2021,,,,,70223,,,,1502,Moderna,Europe
Spain,ESP,18/01/2021,897942,895627,2315,,70264,1.92,1.92,0,1503,Moderna,Europe
Spain,ESP,19/01/2021,966097,956756,9341,68155,68282,2.07,2.05,0.02,1460,Moderna,Europe
Spain,ESP,20/01/2021,1025937,1010295,15642,59840,63471,2.19,2.16,0.03,1358,Moderna,Europe
Spain,ESP,21/01/2021,1103301,1054245,49056,77364,61016,2.36,2.25,0.1,1305,Moderna,Europe
Spain,ESP,22/01/2021,1165825,1097369,68456,62524,56696,2.49,2.35,0.15,1213,Moderna,Europe
Sweden,SWE,27/12/2020,4115,4115,,,,0.04,0.04,,,Pfizer/BioNTech,Europe
Sweden,SWE,28/12/2020,,,,,3859,,,,382,Pfizer/BioNTech,Europe
Sweden,SWE,29/12/2020,,,,,3859,,,,382,Pfizer/BioNTech,Europe
Sweden,SWE,30/12/2020,,,,,3859,,,,382,Pfizer/BioNTech,Europe
Sweden,SWE,31/12/2020,,,,,3859,,,,382,Pfizer/BioNTech,Europe
Sweden,SWE,1/01/2021,,,,,3859,,,,382,Pfizer/BioNTech,Europe
Sweden,SWE,2/01/2021,,,,,3859,,,,382,Pfizer/BioNTech,Europe
Sweden,SWE,3/01/2021,31129,31129,,,3859,0.31,0.31,,382,Pfizer/BioNTech,Europe
Sweden,SWE,4/01/2021,,,,,4294,,,,425,Pfizer/BioNTech,Europe
Sweden,SWE,5/01/2021,,,,,4729,,,,468,Pfizer/BioNTech,Europe
Sweden,SWE,6/01/2021,,,,,5165,,,,511,Pfizer/BioNTech,Europe
Sweden,SWE,7/01/2021,,,,,5600,,,,554,Pfizer/BioNTech,Europe
Sweden,SWE,8/01/2021,,,,,6035,,,,598,Pfizer/BioNTech,Europe
Sweden,SWE,9/01/2021,,,,,6470,,,,641,Pfizer/BioNTech,Europe
Sweden,SWE,10/01/2021,79466,79466,,,6905,0.79,0.79,,684,Pfizer/BioNTech,Europe
Sweden,SWE,11/01/2021,,,,,7292,,,,722,Pfizer/BioNTech,Europe
Sweden,SWE,12/01/2021,,,,,7680,,,,760,Pfizer/BioNTech,Europe
Sweden,SWE,13/01/2021,,,,,8067,,,,799,Pfizer/BioNTech,Europe
Sweden,SWE,14/01/2021,,,,,8454,,,,837,Pfizer/BioNTech,Europe
Sweden,SWE,15/01/2021,,,,,8841,,,,875,Pfizer/BioNTech,Europe
Sweden,SWE,16/01/2021,,,,,9228,,,,914,Pfizer/BioNTech,Europe
Sweden,SWE,17/01/2021,146775,146775,,,9616,1.45,1.45,,952,Pfizer/BioNTech,Europe
Switzerland,CHE,23/12/2020,0,0,,,,0,0,,,Pfizer/BioNTech,Europe
Switzerland,CHE,24/12/2020,,,,,3000,,,,347,Pfizer/BioNTech,Europe
Switzerland,CHE,25/12/2020,,,,,3000,,,,347,Pfizer/BioNTech,Europe
Switzerland,CHE,26/12/2020,,,,,3000,,,,347,Pfizer/BioNTech,Europe
Switzerland,CHE,27/12/2020,,,,,3000,,,,347,Pfizer/BioNTech,Europe
Switzerland,CHE,28/12/2020,,,,,3000,,,,347,Pfizer/BioNTech,Europe
Switzerland,CHE,29/12/2020,,,,,3000,,,,347,Pfizer/BioNTech,Europe
Switzerland,CHE,30/12/2020,,,,,3000,,,,347,Pfizer/BioNTech,Europe
Switzerland,CHE,31/12/2020,,,,,3000,,,,347,Pfizer/BioNTech,Europe
Switzerland,CHE,1/01/2021,,,,,3000,,,,347,Pfizer/BioNTech,Europe
Switzerland,CHE,2/01/2021,,,,,3000,,,,347,Pfizer/BioNTech,Europe
Switzerland,CHE,3/01/2021,,,,,3000,,,,347,Pfizer/BioNTech,Europe
Switzerland,CHE,4/01/2021,,,,,3000,,,,347,Pfizer/BioNTech,Europe
Switzerland,CHE,5/01/2021,,,,,3000,,,,347,Pfizer/BioNTech,Europe
Switzerland,CHE,6/01/2021,,,,,3000,,,,347,Pfizer/BioNTech,Europe
Switzerland,CHE,7/01/2021,,,,,3000,,,,347,Pfizer/BioNTech,Europe
Switzerland,CHE,8/01/2021,,,,,3000,,,,347,Pfizer/BioNTech,Europe
Switzerland,CHE,9/01/2021,,,,,3000,,,,347,Pfizer/BioNTech,Europe
Switzerland,CHE,10/01/2021,,,,,3000,,,,347,Pfizer/BioNTech,Europe
Switzerland,CHE,11/01/2021,,,,,3000,,,,347,Pfizer/BioNTech,Europe
Switzerland,CHE,12/01/2021,,,,,3000,,,,347,Pfizer/BioNTech,Europe
Switzerland,CHE,13/01/2021,,,,,3000,,,,347,Pfizer/BioNTech,Europe
Switzerland,CHE,14/01/2021,66000,66000,,,3000,0.76,0.76,,347,Pfizer/BioNTech,Europe
Switzerland,CHE,15/01/2021,,,,,3829,,,,442,Pfizer/BioNTech,Europe
Switzerland,CHE,16/01/2021,,,,,4657,,,,538,Pfizer/BioNTech,Europe
Switzerland,CHE,17/01/2021,,,,,5486,,,,634,Pfizer/BioNTech,Europe
Switzerland,CHE,18/01/2021,,,,,6314,,,,730,Pfizer/BioNTech,Europe
Switzerland,CHE,19/01/2021,110000,110000,,,7143,1.27,1.27,,825,Pfizer/BioNTech,Europe
Switzerland,CHE,20/01/2021,,,,,10984,,,,1269,Pfizer/BioNTech,Europe
Switzerland,CHE,21/01/2021,169783,169783,,,14826,1.96,1.96,,1713,Pfizer/BioNTech,Europe
Turkey,TUR,13/01/2021,0,0,,,,0,0,,,Sinovac,Asia
Turkey,TUR,14/01/2021,279452,279452,,279452,279452,0.33,0.33,,3313,Sinovac,Asia
Turkey,TUR,15/01/2021,616652,616652,,337200,308326,0.73,0.73,,3656,Sinovac,Asia
Turkey,TUR,16/01/2021,676903,676903,,60251,225634,0.8,0.8,,2675,Sinovac,Asia
Turkey,TUR,17/01/2021,706451,706451,,29548,176613,0.84,0.84,,2094,Sinovac,Asia
Turkey,TUR,18/01/2021,832412,832412,,125961,166482,0.99,0.99,,1974,Sinovac,Asia
Turkey,TUR,19/01/2021,950635,950635,,118223,158439,1.13,1.13,,1879,Sinovac,Asia
Turkey,TUR,20/01/2021,1052493,1052493,,101858,150356,1.25,1.25,,1783,Sinovac,Asia
Turkey,TUR,21/01/2021,1120258,1120258,,67765,120115,1.33,1.33,,1424,Sinovac,Asia
Turkey,TUR,22/01/2021,1202212,1202212,,81954,83651,1.43,1.43,,992,Sinovac,Asia
Turkey,TUR,23/01/2021,1226883,1226883,,24671,78569,1.45,1.45,,932,Sinovac,Asia
United Arab Emirates,ARE,5/01/2021,826301,,,,,8.35,,,,Pfizer/BioNTech,Asia
United Arab Emirates,ARE,6/01/2021,,,,,30698,,,,3104,Pfizer/BioNTech,Asia
United Arab Emirates,ARE,7/01/2021,887697,,,,30698,8.98,,,3104,Pfizer/BioNTech,Asia
United Arab Emirates,ARE,8/01/2021,941556,,,53859,38418,9.52,,,3884,Pfizer/BioNTech,Asia
United Arab Emirates,ARE,9/01/2021,1020349,,,78793,48512,10.32,,,4905,Pfizer/BioNTech,Asia
United Arab Emirates,ARE,10/01/2021,1086568,836568,250000,66219,52053,10.99,8.46,2.53,5263,Pfizer/BioNTech,Asia
United Arab Emirates,ARE,11/01/2021,1167251,917251,250000,80683,56825,11.8,9.27,2.53,5745,Pfizer/BioNTech,Asia
United Arab Emirates,ARE,12/01/2021,1275652,1025652,250000,108401,64193,12.9,10.37,2.53,6490,Pfizer/BioNTech,Asia
United Arab Emirates,ARE,13/01/2021,1394580,1144580,250000,118928,76797,14.1,11.57,2.53,7765,Pfizer/BioNTech,Asia
United Arab Emirates,ARE,14/01/2021,1527833,1277833,250000,133253,91448,15.45,12.92,2.53,9246,Pfizer/BioNTech,Asia
United Arab Emirates,ARE,15/01/2021,1665987,1415987,250000,138154,103490,16.84,14.32,2.53,10464,Pfizer/BioNTech,Asia
United Arab Emirates,ARE,16/01/2021,1797926,1547926,250000,131939,111082,18.18,15.65,2.53,11231,Pfizer/BioNTech,Asia
United Arab Emirates,ARE,17/01/2021,1882778,1632778,250000,84852,113744,19.04,16.51,2.53,11500,Pfizer/BioNTech,Asia
United Arab Emirates,ARE,18/01/2021,1971521,1721521,250000,88743,114896,19.93,17.41,2.53,11617,Pfizer/BioNTech,Asia
United Arab Emirates,ARE,19/01/2021,2065367,1815367,250000,93846,112816,20.88,18.35,2.53,11407,Pfizer/BioNTech,Asia
United Arab Emirates,ARE,20/01/2021,2161150,1911150,250000,95783,109510,21.85,19.32,2.53,11072,Pfizer/BioNTech,Asia
United Arab Emirates,ARE,21/01/2021,2246069,1996069,250000,84919,102605,22.71,20.18,2.53,10374,Pfizer/BioNTech,Asia
United Arab Emirates,ARE,22/01/2021,2339078,2089078,250000,93009,96156,23.65,21.12,2.53,9722,Pfizer/BioNTech,Asia
United Arab Emirates,ARE,23/01/2021,2426798,2176798,250000,87720,89839,24.54,22.01,2.53,9083,Pfizer/BioNTech,Asia
United Kingdom,GBR,20/12/2020,667287,667287,,,,0.98,0.98,,,Oxford/AstraZeneca,Europe
United Kingdom,GBR,21/12/2020,,,,,46423,,,,684,Oxford/AstraZeneca,Europe
United Kingdom,GBR,22/12/2020,,,,,46423,,,,684,Oxford/AstraZeneca,Europe
United Kingdom,GBR,23/12/2020,,,,,46423,,,,684,Oxford/AstraZeneca,Europe
United Kingdom,GBR,24/12/2020,,,,,46423,,,,684,Oxford/AstraZeneca,Europe
United Kingdom,GBR,25/12/2020,,,,,46423,,,,684,Oxford/AstraZeneca,Europe
United Kingdom,GBR,26/12/2020,,,,,46423,,,,684,Oxford/AstraZeneca,Europe
United Kingdom,GBR,27/12/2020,992246,992246,,,46423,1.46,1.46,,684,Oxford/AstraZeneca,Europe
United Kingdom,GBR,28/12/2020,,,,,47738,,,,703,Oxford/AstraZeneca,Europe
United Kingdom,GBR,29/12/2020,,,,,49053,,,,723,Oxford/AstraZeneca,Europe
United Kingdom,GBR,30/12/2020,,,,,50369,,,,742,Oxford/AstraZeneca,Europe
United Kingdom,GBR,31/12/2020,,,,,51684,,,,761,Oxford/AstraZeneca,Europe
United Kingdom,GBR,1/01/2021,,,,,52999,,,,781,Oxford/AstraZeneca,Europe
United Kingdom,GBR,2/01/2021,,,,,54315,,,,800,Oxford/AstraZeneca,Europe
United Kingdom,GBR,3/01/2021,1381656,1360036,21620,,55630,2.04,2,0.03,819,Oxford/AstraZeneca,Europe
United Kingdom,GBR,4/01/2021,,,,,74138,,,,1092,Oxford/AstraZeneca,Europe
United Kingdom,GBR,5/01/2021,,,,,92647,,,,1365,Oxford/AstraZeneca,Europe
United Kingdom,GBR,6/01/2021,,,,,111155,,,,1637,Oxford/AstraZeneca,Europe
United Kingdom,GBR,7/01/2021,,,,,129663,,,,1910,Oxford/AstraZeneca,Europe
United Kingdom,GBR,8/01/2021,,,,,148171,,,,2183,Oxford/AstraZeneca,Europe
United Kingdom,GBR,9/01/2021,,,,,166680,,,,2455,Oxford/AstraZeneca,Europe
United Kingdom,GBR,10/01/2021,2677971,2286572,391399,,185188,3.94,3.37,0.58,2728,Oxford/AstraZeneca,Europe
United Kingdom,GBR,11/01/2021,2843815,2431648,412167,165844,182424,4.19,3.58,0.61,2687,Oxford/AstraZeneca,Europe
United Kingdom,GBR,12/01/2021,3067541,2639309,428232,223726,187930,4.52,3.89,0.63,2768,Oxford/AstraZeneca,Europe
United Kingdom,GBR,13/01/2021,3356229,2918252,437977,288688,202716,4.94,4.3,0.65,2986,Oxford/AstraZeneca,Europe
United Kingdom,GBR,14/01/2021,3678180,3234946,443234,321951,222253,5.42,4.77,0.65,3274,Oxford/AstraZeneca,Europe
United Kingdom,GBR,15/01/2021,4006440,3559179,447261,328260,242692,5.9,5.24,0.66,3575,Oxford/AstraZeneca,Europe
United Kingdom,GBR,16/01/2021,4286830,3837094,449736,280390,256292,6.31,5.65,0.66,3775,Oxford/AstraZeneca,Europe
United Kingdom,GBR,17/01/2021,4514802,4062501,452301,227972,262404,6.65,5.98,0.67,3865,Oxford/AstraZeneca,Europe
United Kingdom,GBR,18/01/2021,4723443,4266577,456866,208641,268518,6.96,6.28,0.67,3955,Oxford/AstraZeneca,Europe
United Kingdom,GBR,19/01/2021,5070365,4609740,460625,346922,286118,7.47,6.79,0.68,4215,Oxford/AstraZeneca,Europe
United Kingdom,GBR,20/01/2021,5437284,4973248,464036,366919,297294,8.01,7.33,0.68,4379,Oxford/AstraZeneca,Europe
United Kingdom,GBR,21/01/2021,5849899,5383103,466796,412615,310246,8.62,7.93,0.69,4570,Oxford/AstraZeneca,Europe
United Kingdom,GBR,22/01/2021,6329968,5861351,468617,480069,331933,9.32,8.63,0.69,4890,Oxford/AstraZeneca,Europe
United States,USA,20/12/2020,556208,556208,,,,0.17,0.17,,,Moderna,North America
United States,USA,21/12/2020,614117,614117,,57909,57909,0.19,0.19,,175,Moderna,North America
United States,USA,22/12/2020,,,,,127432,,,,385,Moderna,North America
United States,USA,23/12/2020,1008025,1008025,,,150606,0.3,0.3,,455,Moderna,North America
United States,USA,24/12/2020,,,,,191001,,,,577,Moderna,North America
United States,USA,25/12/2020,,,,,215238,,,,650,Moderna,North America
United States,USA,26/12/2020,1944585,1944585,,,231396,0.59,0.59,,699,Moderna,North America
United States,USA,27/12/2020,,,,,211379,,,,639,Moderna,North America
United States,USA,28/12/2020,2127143,2127143,,,216147,0.64,0.64,,653,Moderna,North America
United States,USA,29/12/2020,,,,,235685,,,,712,Moderna,North America
United States,USA,30/12/2020,2794588,2794588,,,255223,0.84,0.84,,771,Moderna,North America
United States,USA,31/12/2020,,,,,278776,,,,842,Moderna,North America
