country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,continent
Bahrain,BHR,29/12/2020,56041,56041,,1027,2846,3.29,3.29,,1673,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,30/12/2020,57317,57317,,1276,2622,3.37,3.37,,1541,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,31/12/2020,58643,58643,,1326,1225,3.45,3.45,,720,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,1/01/2021,59351,59351,,708,1258,3.49,3.49,,739,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,2/01/2021,60097,60097,,746,1220,3.53,3.53,,717,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,3/01/2021,60689,60689,,592,1011,3.57,3.57,,594,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,4/01/2021,61612,61612,,923,943,3.62,3.62,,554,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,5/01/2021,63893,63893,,2281,1122,3.75,3.75,,659,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,6/01/2021,68472,68472,,4579,1594,4.02,4.02,,937,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,7/01/2021,72239,72239,,3767,1942,4.25,4.25,,1141,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,8/01/2021,78291,78291,,6052,2706,4.6,4.6,,1590,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,9/01/2021,84157,84157,,5866,3437,4.95,4.95,,2020,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,10/01/2021,89250,89250,,5093,4080,5.25,5.25,,2398,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,11/01/2021,92598,92598,,3348,4427,5.44,5.44,,2602,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,12/01/2021,97776,97776,,5178,4840,5.75,5.75,,2844,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,13/01/2021,101363,101363,,3587,4699,5.96,5.96,,2762,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,14/01/2021,109566,109566,,8203,5332,6.44,6.44,,3134,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,15/01/2021,122819,122819,,13253,6361,7.22,7.22,,3738,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,16/01/2021,137159,137159,,14340,7572,8.06,8.06,,4450,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,17/01/2021,141563,141563,,4404,7473,8.32,8.32,,4392,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,18/01/2021,142831,142831,,1268,7176,8.39,8.39,,4217,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,19/01/2021,143596,143596,,765,6546,8.44,8.44,,3847,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,20/01/2021,144130,144130,,534,6110,8.47,8.47,,3591,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,21/01/2021,,,,,5457,,,,3207,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,22/01/2021,,,,,4084,,,,2400,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,23/01/2021,,,,,2555,,,,1502,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,24/01/2021,,,,,2445,,,,1437,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,25/01/2021,,,,,2784,,,,1636,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,26/01/2021,165953,165953,,,3194,9.75,9.75,,1877,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,27/01/2021,167731,167731,,1778,3372,9.86,9.86,,1982,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,28/01/2021,169440,169440,,1709,3096,9.96,9.96,,1819,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,29/01/2021,169810,169810,,370,2629,9.98,9.98,,1545,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,30/01/2021,170433,170433,,623,2199,10.02,10.02,,1292,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,31/01/2021,171568,171568,,1135,1841,10.08,10.08,,1082,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,1/02/2021,172912,172912,,1344,1514,10.16,10.16,,890,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,2/02/2021,174075,174075,,1163,1160,10.23,10.23,,682,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,3/02/2021,175094,175094,,1019,1052,10.29,10.29,,618,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,4/02/2021,177233,177233,,2139,1113,10.42,10.42,,654,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,5/02/2021,179550,179550,,2317,1391,10.55,10.55,,817,"Pfizer/BioNTech, Sinopharm",Asia
Bahrain,BHR,6/02/2021,182543,182543,,2993,1730,10.73,10.73,,1017,"Pfizer/BioNTech, Sinopharm",Asia
Bangladesh,BGD,26/01/2021,0,0,,,,0,0,,,Oxford/AstraZeneca,Asia
Bangladesh,BGD,27/01/2021,26,26,,26,26,0,0,,0,Oxford/AstraZeneca,Asia
Bangladesh,BGD,28/01/2021,567,567,,541,284,0,0,,2,Oxford/AstraZeneca,Asia
Belgium,BEL,28/12/2020,298,298,,,,0,0,,,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,29/12/2020,299,299,,1,1,0,0,,0,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,30/12/2020,778,778,,479,240,0.01,0.01,,21,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,31/12/2020,787,787,,9,163,0.01,0.01,,14,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,1/01/2021,794,794,,7,124,0.01,0.01,,11,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,2/01/2021,,,,,99,,,,9,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,3/01/2021,,,,,83,,,,7,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,4/01/2021,795,795,,,71,0.01,0.01,,6,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,5/01/2021,2354,2354,,1559,294,0.02,0.02,,25,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,6/01/2021,6218,6218,,3864,777,0.05,0.05,,67,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,7/01/2021,14340,14340,,8122,1936,0.12,0.12,,167,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,8/01/2021,23484,23484,,9144,3241,0.2,0.2,,280,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,9/01/2021,26671,26671,,3187,3697,0.23,0.23,,319,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,10/01/2021,27067,27067,,396,3753,0.23,0.23,,324,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,11/01/2021,32518,32518,,5451,4532,0.28,0.28,,391,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,12/01/2021,47987,47987,,15469,6519,0.41,0.41,,562,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,13/01/2021,68572,68572,,20585,8908,0.59,0.59,,769,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,14/01/2021,91110,91110,,22538,10967,0.79,0.79,,946,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,15/01/2021,113563,113563,,22453,12868,0.98,0.98,,1110,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,16/01/2021,118543,118543,,4980,13125,1.02,1.02,,1132,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,17/01/2021,121674,121674,,3131,13515,1.05,1.05,,1166,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,18/01/2021,132088,131979,109,10414,14224,1.14,1.14,0,1227,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,19/01/2021,150625,150335,290,18537,14663,1.3,1.3,0,1265,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,20/01/2021,170904,170192,712,20279,14619,1.47,1.47,0.01,1261,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,21/01/2021,200156,199444,712,29252,15578,1.73,1.72,0.01,1344,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,22/01/2021,228773,228030,743,28617,16459,1.97,1.97,0.01,1420,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,23/01/2021,236566,235816,750,7793,16860,2.04,2.03,0.01,1455,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,24/01/2021,238411,237661,750,1845,16677,2.06,2.05,0.01,1439,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,25/01/2021,248913,248163,750,10502,16689,2.15,2.14,0.01,1440,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,26/01/2021,260294,258186,2108,11381,15667,2.25,2.23,0.02,1352,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,27/01/2021,276202,270994,5208,15908,15043,2.38,2.34,0.04,1298,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,28/01/2021,297302,285223,12079,21100,13878,2.57,2.46,0.1,1197,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,29/01/2021,315521,295847,19674,18219,12393,2.72,2.55,0.17,1069,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,30/01/2021,319695,297382,22313,4174,11876,2.76,2.57,0.19,1025,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,31/01/2021,320565,297946,22619,870,11736,2.77,2.57,0.2,1013,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,1/02/2021,327397,301533,25864,6832,11212,2.82,2.6,0.22,967,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,2/02/2021,347393,310140,37253,19996,12443,3,2.68,0.32,1074,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,3/02/2021,370994,317651,53343,23601,13542,3.2,2.74,0.46,1168,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,4/02/2021,394021,323239,70782,23027,13817,3.4,2.79,0.61,1192,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,5/02/2021,412941,327026,85915,18920,13917,3.56,2.82,0.74,1201,"Moderna, Pfizer/BioNTech",Europe
Belgium,BEL,6/02/2021,416475,327531,88944,3534,13826,3.59,2.83,0.77,1193,"Moderna, Pfizer/BioNTech",Europe
Bermuda,BMU,10/01/2021,0,,,,,0,,,,Pfizer/BioNTech,North America
Bermuda,BMU,11/01/2021,,,,,278,,,,4464,Pfizer/BioNTech,North America
Bermuda,BMU,12/01/2021,,,,,278,,,,4464,Pfizer/BioNTech,North America
Bermuda,BMU,13/01/2021,,,,,278,,,,4464,Pfizer/BioNTech,North America
Bermuda,BMU,14/01/2021,,,,,278,,,,4464,Pfizer/BioNTech,North America
Bermuda,BMU,15/01/2021,,,,,278,,,,4464,Pfizer/BioNTech,North America
Bermuda,BMU,16/01/2021,1665,,,,278,2.67,,,4464,Pfizer/BioNTech,North America
Bermuda,BMU,17/01/2021,,,,,264,,,,4239,Pfizer/BioNTech,North America
Bermuda,BMU,18/01/2021,,,,,250,,,,4015,Pfizer/BioNTech,North America
Bermuda,BMU,19/01/2021,,,,,236,,,,3790,Pfizer/BioNTech,North America
Bermuda,BMU,20/01/2021,,,,,222,,,,3565,Pfizer/BioNTech,North America
Bermuda,BMU,21/01/2021,,,,,209,,,,3356,Pfizer/BioNTech,North America
Bermuda,BMU,22/01/2021,,,,,195,,,,3131,Pfizer/BioNTech,North America
Bermuda,BMU,23/01/2021,2932,,,,181,4.71,,,2907,Pfizer/BioNTech,North America
Bermuda,BMU,24/01/2021,,,,,195,,,,3131,Pfizer/BioNTech,North America
Bermuda,BMU,25/01/2021,,,,,209,,,,3356,Pfizer/BioNTech,North America
Bermuda,BMU,26/01/2021,,,,,224,,,,3597,Pfizer/BioNTech,North America
Bermuda,BMU,27/01/2021,,,,,238,,,,3822,Pfizer/BioNTech,North America
Bermuda,BMU,28/01/2021,,,,,252,,,,4047,Pfizer/BioNTech,North America
Bermuda,BMU,29/01/2021,,,,,266,,,,4272,Pfizer/BioNTech,North America
Bermuda,BMU,30/01/2021,4897,,,,281,7.86,,,4512,Pfizer/BioNTech,North America
Bolivia,BOL,28/01/2021,0,,,,,0,,,,Sputnik V,South America
Bolivia,BOL,29/01/2021,12,,,12,12,0,,,1,Sputnik V,South America
Bolivia,BOL,30/01/2021,39,,,27,20,0,,,2,Sputnik V,South America
Bolivia,BOL,31/01/2021,67,,,28,22,0,,,2,Sputnik V,South America
Bolivia,BOL,1/02/2021,570,,,503,142,0,,,12,Sputnik V,South America
Bolivia,BOL,2/02/2021,1593,,,1023,319,0.01,,,27,Sputnik V,South America
Bolivia,BOL,3/02/2021,3560,,,1967,593,0.03,,,51,Sputnik V,South America
Brazil,BRA,16/01/2021,0,0,,,,0,0,,,"Oxford/AstraZeneca, Sinovac",South America
Brazil,BRA,17/01/2021,112,112,,112,112,0,0,,1,"Oxford/AstraZeneca, Sinovac",South America
Brazil,BRA,18/01/2021,1109,1109,,997,554,0,0,,3,"Oxford/AstraZeneca, Sinovac",South America
Brazil,BRA,19/01/2021,11470,11470,,10361,3823,0.01,0.01,,18,"Oxford/AstraZeneca, Sinovac",South America
Brazil,BRA,20/01/2021,28543,28543,,17073,7136,0.01,0.01,,34,"Oxford/AstraZeneca, Sinovac",South America
Brazil,BRA,21/01/2021,136519,136519,,107976,27304,0.06,0.06,,128,"Oxford/AstraZeneca, Sinovac",South America
Brazil,BRA,22/01/2021,245877,245877,,109358,40980,0.12,0.12,,193,"Oxford/AstraZeneca, Sinovac",South America
Brazil,BRA,23/01/2021,537774,537774,,291897,76825,0.25,0.25,,361,"Oxford/AstraZeneca, Sinovac",South America
Brazil,BRA,24/01/2021,604722,604722,,66948,86373,0.28,0.28,,406,"Oxford/AstraZeneca, Sinovac",South America
Brazil,BRA,25/01/2021,700608,700608,,95886,99928,0.33,0.33,,470,"Oxford/AstraZeneca, Sinovac",South America
Brazil,BRA,26/01/2021,848883,848883,,148275,119630,0.4,0.4,,563,"Oxford/AstraZeneca, Sinovac",South America
Brazil,BRA,27/01/2021,1129885,1129885,,281002,157335,0.53,0.53,,740,"Oxford/AstraZeneca, Sinovac",South America
Brazil,BRA,28/01/2021,1450900,1450900,,321015,187769,0.68,0.68,,883,"Oxford/AstraZeneca, Sinovac",South America
Brazil,BRA,29/01/2021,1668032,1656851,,217132,203165,0.78,0.78,,956,"Oxford/AstraZeneca, Sinovac",South America
Brazil,BRA,30/01/2021,2003211,1923813,,335179,209348,0.94,0.91,,985,"Oxford/AstraZeneca, Sinovac",South America
Brazil,BRA,31/01/2021,2074059,2046523,,70848,209905,0.98,0.96,,988,"Oxford/AstraZeneca, Sinovac",South America
Brazil,BRA,1/02/2021,2124307,2107624,,50248,203386,1,0.99,,957,"Oxford/AstraZeneca, Sinovac",South America
Brazil,BRA,2/02/2021,2292551,2292551,,168244,206238,1.08,1.08,,970,"Oxford/AstraZeneca, Sinovac",South America
Brazil,BRA,3/02/2021,2521704,2521704,,229153,198831,1.19,1.19,,935,"Oxford/AstraZeneca, Sinovac",South America
Brazil,BRA,4/02/2021,3073057,3073057,,551353,231737,1.45,1.45,,1090,"Oxford/AstraZeneca, Sinovac",South America
Brazil,BRA,5/02/2021,3074906,3074906,,1849,200982,1.45,1.45,,946,"Oxford/AstraZeneca, Sinovac",South America
Brazil,BRA,6/02/2021,3401383,3399421,1962,326477,199739,1.6,1.6,0,940,"Oxford/AstraZeneca, Sinovac",South America
Bulgaria,BGR,29/12/2020,1719,1719,,,,0.02,0.02,,,"Moderna, Pfizer/BioNTech",Europe
Bulgaria,BGR,30/12/2020,4608,4608,,2889,2889,0.07,0.07,,416,"Moderna, Pfizer/BioNTech",Europe
Bulgaria,BGR,31/12/2020,,,,,1477,,,,213,"Moderna, Pfizer/BioNTech",Europe
Bulgaria,BGR,1/01/2021,4739,4739,,,1007,0.07,0.07,,145,"Moderna, Pfizer/BioNTech",Europe
Bulgaria,BGR,2/01/2021,,,,,799,,,,115,"Moderna, Pfizer/BioNTech",Europe
Bulgaria,BGR,3/01/2021,,,,,675,,,,97,"Moderna, Pfizer/BioNTech",Europe
Bulgaria,BGR,4/01/2021,,,,,592,,,,85,"Moderna, Pfizer/BioNTech",Europe
Bulgaria,BGR,5/01/2021,5448,5448,,,533,0.08,0.08,,77,"Moderna, Pfizer/BioNTech",Europe
Bulgaria,BGR,6/01/2021,7913,7913,,2465,472,0.11,0.11,,68,"Moderna, Pfizer/BioNTech",Europe
Bulgaria,BGR,7/01/2021,11117,11117,,3204,920,0.16,0.16,,132,"Moderna, Pfizer/BioNTech",Europe
Bulgaria,BGR,8/01/2021,13355,13355,,2238,1231,0.19,0.19,,177,"Moderna, Pfizer/BioNTech",Europe
Bulgaria,BGR,9/01/2021,13473,13473,,118,1222,0.19,0.19,,176,"Moderna, Pfizer/BioNTech",Europe
Bulgaria,BGR,10/01/2021,,,,,1246,,,,179,"Moderna, Pfizer/BioNTech",Europe
Bulgaria,BGR,11/01/2021,14161,14161,,,1270,0.2,0.2,,183,"Moderna, Pfizer/BioNTech",Europe
Bulgaria,BGR,12/01/2021,15780,15780,,1619,1476,0.23,0.23,,212,"Moderna, Pfizer/BioNTech",Europe
Bulgaria,BGR,13/01/2021,17038,17038,,1258,1304,0.25,0.25,,188,"Moderna, Pfizer/BioNTech",Europe
Bulgaria,BGR,14/01/2021,17686,17686,,648,938,0.25,0.25,,135,"Moderna, Pfizer/BioNTech",Europe
Bulgaria,BGR,15/01/2021,18126,18126,,440,682,0.26,0.26,,98,"Moderna, Pfizer/BioNTech",Europe
Bulgaria,BGR,16/01/2021,18332,18332,,206,694,0.26,0.26,,100,"Moderna, Pfizer/BioNTech",Europe
Bulgaria,BGR,17/01/2021,18453,18453,,121,662,0.27,0.27,,95,"Moderna, Pfizer/BioNTech",Europe
Bulgaria,BGR,18/01/2021,19638,18524,1114,1185,782,0.28,0.27,0.02,113,"Moderna, Pfizer/BioNTech",Europe
Bulgaria,BGR,19/01/2021,22226,19058,3168,2588,921,0.32,0.27,0.05,133,"Moderna, Pfizer/BioNTech",Europe
Bulgaria,BGR,20/01/2021,24127,19834,4293,1901,1013,0.35,0.29,0.06,146,"Moderna, Pfizer/BioNTech",Europe
Bulgaria,BGR,21/01/2021,25251,20719,4532,1124,1081,0.36,0.3,0.07,156,"Moderna, Pfizer/BioNTech",Europe
Bulgaria,BGR,22/01/2021,26101,21496,4605,850,1139,0.38,0.31,0.07,164,"Moderna, Pfizer/BioNTech",Europe
